acalorado;0;;;
acalorados;0;;;
acalorar;1;;;
acalorar-se;1;;;
acamar;1;;;
açambarcador;-1;;;
açambarcadora;-1;;;
açambarcadoras;-1;;;
açambarcadores;-1;;;
açambarcar;0;;;
acambetar;0;;;
acampanar;0;;;
acanalar;0;;;
acanalhar;1;;;
acanavear;-1;;;
acanelar;0;;;
acanha;-1;;;
acanhá;-1;;;
acanhada;-1;;;
acanhadas;-1;;;
acanhado;-1;;;
acanhados;-1;;;
acanhai;-1;;;
acanhais;-1;;;
acanham;-1;;;
acanhamento;-1;;;
acanhamo;-1;;;
acanhámo;-1;;;
acanhamos;-1;;;
acanhámos;-1;;;
acanhando;-1;;;
acanhar;-1;;;
acanhara;-1;;;
acanhará;-1;;;
acanharam;-1;;;
acanháramo;-1;;;
acanháramos;-1;;;
acanharão;-1;;;
acanharas;-1;;;
acanharás;-1;;;
acanharde;-1;;;
acanhardes;-1;;;
acanhare;-1;;;
acanharei;-1;;;
acanhárei;-1;;;
acanhareis;-1;;;
acanháreis;-1;;;
acanharem;-1;;;
acanharemos;-1;;;
acanhares;-1;;;
acanharia;-1;;;
acanhariam;-1;;;
acanharíamos;-1;;;
acanharias;-1;;;
acanharíeis;-1;;;
acanharmo;-1;;;
acanharmos;-1;;;
acanhar-se;-1;;;
acanhas;-1;;;
acanhasse;-1;;;
acanhásseis;-1;;;
acanhassem;-1;;;
acanhássemos;-1;;;
acanhasses;-1;;;
acanhaste;-1;;;
acanhastes;-1;;;
acanhava;-1;;;
acanhavam;-1;;;
acanhávamo;-1;;;
acanhávamos;-1;;;
acanhavas;-1;;;
acanhávei;-1;;;
acanháveis;-1;;;
acanhe;-1;;;
acanhei;-1;;;
acanheis;-1;;;
acanhem;-1;;;
acanhemo;-1;;;
acanhemos;-1;;;
acanhes;-1;;;
acanho;-1;;;
acanhou;-1;;;
acapelado;1;;;
acapelar;1;;;
acarar;1;;;
acarear;1;;;
acariciar;0;;;
acarinhada;-1;;;
acarinhadas;-1;;;
acarinhado;-1;;;
acarinhados;-1;;;
acarinhar;1;;;
acarminar;0;;;
acaroar;0;;;
acarpetar;1;;;
acarrancado;-1;;;
acarrancar;-1;;;
